CustomerSVC_id,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,TechSupport,OnlineSecurity
7928-VJYAB,No,No,Yes,Yes,Month-to-month,No,No
1187-WILMM,Yes,Yes,Yes,Yes,Two year,Yes,Yes
9776-OJUZI,Yes,Yes,Yes,No,Month-to-month,No,No
1306-RPWXZ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
8949-JTMAY,No,Yes,Yes,Yes,Month-to-month,No,No
2774-LVQUS,No,Yes,No,No,Month-to-month,Yes,No
3097-PYWXL,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
2266-SJNAT,Yes,Yes,Yes,Yes,One year,Yes,No
0869-PAPRP,No,Yes,Yes,No,Month-to-month,No,No
4238-JSSWH,No,Yes,Yes,Yes,Month-to-month,No,No
2972-YDYUW,Yes,No,No,Yes,One year,Yes,No
1104-FEJAM,Yes,No,No,Yes,Month-to-month,No,No
2809-ILCYT,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
5499-ECUTN,No,Yes,Yes,No,One year,No,Yes
4981-FLTMF,Yes,No,No,No,Month-to-month,Yes,Yes
9121-PHQSR,No,No,Yes,No,Month-to-month,No,No
3113-IWHLC,No,Yes,No,No,Month-to-month,No,Yes
3211-ILJTT,No,No,No,No,Month-to-month,No,No
4612-THJBS,Yes,Yes,Yes,Yes,One year,No,No
4277-BWBML,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
4094-NSEDU,No,No,Yes,Yes,Month-to-month,No,No
0234-TEVTT,No,Yes,No,Yes,One year,No,Yes
4304-TSPVK,Yes,Yes,Yes,Yes,Two year,Yes,Yes
1552-AAGRX,No,No,Yes,Yes,Month-to-month,Yes,Yes
2637-FKFSY,No,No,No,No,Month-to-month,No,No
9796-MVYXX,No,Yes,No,No,Two year,Yes,Yes
7874-ECPQJ,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
0020-INWCK,Yes,Yes,No,Yes,Two year,No,No
7089-RKVSZ,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2683-JXWQQ,No,Yes,No,No,Month-to-month,No,Yes
9548-ZMVTX,Yes,Yes,No,No,Two year,Yes,No
8739-XNIKG,No,No,Yes,No,Month-to-month,No,No
9755-JHNMN,Yes,Yes,No,No,Two year,Yes,Yes
3981-QSVQI,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
2789-HQBOU,No,No,No,Yes,Month-to-month,No,No
9424-CMPOG,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
5067-WJEUN,Yes,No,No,No,Two year,No,Yes
3450-WXOAT,No,No,No,No,Month-to-month,No,No
9251-WNSOD,Yes,Yes,No,Yes,One year,No,Yes
6974-DAFLI,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2616-UUTFK,Yes,Yes,Yes,No,Month-to-month,No,Yes
7064-JHXCE,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
5103-MHMHY,No,No,No,No,Month-to-month,No,No
7989-AWGEH,No,No,No,Yes,Month-to-month,No,Yes
4373-VVHQL,No,No,No,No,Month-to-month,No,No
4559-UWIHT,Yes,Yes,No,No,Month-to-month,No,No
7268-IGMFD,No,Yes,Yes,No,Month-to-month,Yes,No
1846-XWOQN,No,No,No,No,Month-to-month,No,No
0235-KGSLC,No,Yes,Yes,No,Month-to-month,No,No
6650-BWFRT,Yes,Yes,Yes,Yes,Two year,Yes,Yes
9570-KYEUA,No,Yes,No,Yes,Two year,Yes,Yes
6993-YGFJV,Yes,Yes,Yes,Yes,Two year,Yes,Yes
2712-SYWAY,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
0730-BGQGF,Yes,Yes,Yes,Yes,Two year,Yes,Yes
5498-IBWPI,No,No,No,No,One year,Yes,No
9101-NTIXF,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
0013-SMEOE,Yes,Yes,Yes,Yes,Two year,Yes,Yes
9314-QDMDW,Yes,No,Yes,No,One year,No,No
9308-ANMVE,Yes,No,No,No,Month-to-month,No,Yes
2884-GBPFB,No,No,No,No,Month-to-month,No,No
3757-NJYBX,Yes,Yes,Yes,Yes,Month-to-month,No,No
3413-DHLPB,Yes,No,Yes,Yes,Month-to-month,Yes,No
7649-PHJVR,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
6114-TCFID,Yes,No,No,No,One year,Yes,Yes
3787-TRIAL,No,No,No,No,Month-to-month,No,No
2573-GYRUU,No,Yes,No,Yes,Month-to-month,No,No
5156-UMKOW,Yes,No,No,No,Month-to-month,No,No
1247-QBVSH,Yes,No,No,No,Month-to-month,No,No
6734-GMPVK,Yes,Yes,Yes,Yes,Month-to-month,No,No
9822-OAOVB,No,No,No,Yes,Month-to-month,No,No
6161-ERDGD,No,Yes,Yes,Yes,One year,Yes,Yes
1226-JZNKR,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
7318-EIVKO,No,No,Yes,No,Month-to-month,No,No
3771-PZOBW,No,Yes,Yes,No,Month-to-month,No,No
5136-KCKGI,No,Yes,Yes,Yes,One year,No,Yes
8231-BSWXX,Yes,No,No,No,One year,No,No
6486-LHTMA,No,Yes,Yes,No,One year,No,No
4083-BFNYK,Yes,No,No,Yes,One year,No,Yes
3722-WPXTK,No,No,Yes,Yes,Month-to-month,No,No
7389-KBFIT,Yes,No,No,No,Month-to-month,No,No
7176-WIONM,No,Yes,Yes,Yes,Month-to-month,No,No
5141-ZUVBH,No,Yes,No,Yes,Month-to-month,Yes,Yes
1089-HDMKP,Yes,No,No,No,Month-to-month,Yes,No
7623-HKYRK,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
0310-SUCIN,Yes,Yes,Yes,Yes,One year,Yes,Yes
5197-PYEPU,Yes,No,Yes,No,One year,No,Yes
2929-ERCFZ,No,Yes,Yes,Yes,Month-to-month,No,No
7548-SEPYI,Yes,No,Yes,Yes,Month-to-month,No,No
8835-VSDSE,No,No,No,No,Month-to-month,No,No
6619-RPLQZ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
3275-RHRNE,Yes,Yes,Yes,Yes,One year,Yes,No
3503-TYDAY,Yes,No,No,No,Month-to-month,No,No
6901-GOGZG,No,Yes,Yes,Yes,Two year,Yes,Yes
1623-NLDOT,Yes,No,No,No,One year,Yes,No
7021-XSNYE,No,Yes,No,Yes,Two year,Yes,Yes
9621-OUPYD,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
9898-KZQDZ,No,No,Yes,Yes,Month-to-month,No,No
8982-NHAVY,No,Yes,Yes,Yes,One year,No,No
4307-KWMXE,Yes,No,No,No,Month-to-month,Yes,No
0141-YEAYS,Yes,Yes,No,No,Month-to-month,No,No
2450-ZKEED,No,Yes,No,No,One year,Yes,No
3694-DELSO,No,No,Yes,No,Month-to-month,No,Yes
3893-JRNFS,No,Yes,No,Yes,Month-to-month,No,No
9603-OAIHC,No,No,No,No,Month-to-month,No,No
1133-KXCGE,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
5236-PERKL,Yes,Yes,Yes,Yes,Two year,No,Yes
0142-GVYSN,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
1049-FYSYG,Yes,Yes,No,No,Month-to-month,No,No
7854-FOKSF,No,No,No,Yes,Month-to-month,No,No
2519-FAKOD,No,Yes,Yes,Yes,Month-to-month,No,No
8406-LNMHF,Yes,Yes,No,No,One year,No,Yes
1821-BUCWY,No,Yes,No,No,Two year,No,Yes
8263-JQAIK,No,No,No,No,Month-to-month,No,No
0023-UYUPN,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
8314-DPQHL,No,Yes,No,Yes,One year,Yes,Yes
1465-WCZVT,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
9481-SFCQY,No,Yes,Yes,No,Month-to-month,No,No
6360-SVNWV,No,No,No,No,Month-to-month,No,Yes
0567-GGCAC,Yes,Yes,No,No,Month-to-month,No,Yes
7089-IVVAZ,No,No,Yes,Yes,Month-to-month,Yes,Yes
8884-MRNSU,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2171-UDMFD,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
9050-IKDZA,No,No,Yes,No,Month-to-month,No,No
2205-YMZZJ,No,No,Yes,No,Month-to-month,No,No
9802-CAQUT,Yes,Yes,Yes,Yes,Two year,No,Yes
1254-IZEYF,Yes,No,Yes,Yes,Month-to-month,No,No
0187-WZNAB,No,No,No,No,Month-to-month,No,Yes
9492-TOKRI,Yes,No,Yes,No,Month-to-month,No,No
1475-VWVDO,No,Yes,No,No,Month-to-month,No,No
9221-OTIVJ,Yes,Yes,Yes,Yes,Month-to-month,No,No
1357-MVDOZ,No,Yes,Yes,No,Month-to-month,No,No
7602-MVRMB,No,Yes,Yes,Yes,Two year,Yes,Yes
3325-FUYCG,Yes,No,Yes,Yes,One year,No,Yes
5908-QMGOE,No,No,No,No,Month-to-month,No,No
1197-BVMVG,No,No,No,No,Month-to-month,No,No
5406-KGRMX,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
8481-YYXWG,Yes,No,No,Yes,Month-to-month,Yes,No
5968-HYJRZ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
5198-EFNBM,Yes,Yes,Yes,No,One year,No,No
7516-GMHUV,No,Yes,Yes,Yes,Two year,No,Yes
7140-ADSMJ,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
2230-XTUWL,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
7706-YLMQA,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2585-KTFRE,Yes,No,No,Yes,Month-to-month,Yes,Yes
7994-UYIVZ,No,No,No,Yes,Month-to-month,No,No
2609-IAICY,No,No,No,No,Month-to-month,No,No
1740-CSDJP,No,No,No,Yes,Month-to-month,No,No
7717-BICXI,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
6559-RAKOZ,No,No,Yes,Yes,One year,Yes,No
2636-OHFMN,Yes,No,Yes,Yes,Month-to-month,No,No
4716-MRVEN,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2143-LJULT,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
1323-OOEPC,Yes,No,Yes,Yes,Month-to-month,No,No
3200-MNQTF,Yes,Yes,No,No,Two year,Yes,Yes
6164-HXUGH,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
5630-IXDXV,Yes,Yes,Yes,Yes,Month-to-month,No,No
0320-DWVTU,Yes,Yes,No,Yes,Two year,Yes,Yes
9135-MGVPY,Yes,Yes,Yes,Yes,Two year,Yes,Yes
1212-GLHMD,No,No,No,Yes,Month-to-month,No,Yes
7878-JGDKK,No,No,No,No,Month-to-month,No,No
1088-AUUZZ,Yes,No,No,Yes,Two year,Yes,Yes
0397-GZBBC,No,No,Yes,Yes,Month-to-month,No,No
6614-YWYSC,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9588-OZDMQ,No,No,No,No,Month-to-month,No,No
7641-EUYET,Yes,Yes,Yes,No,Month-to-month,No,Yes
6476-EPYZR,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
9921-ZVRHG,No,Yes,No,No,Month-to-month,No,No
1174-FGIFN,No,No,No,Yes,One year,Yes,No
6620-HVDUJ,Yes,No,No,No,Month-to-month,Yes,Yes
4701-MLJPN,No,Yes,No,No,Month-to-month,Yes,No
1032-MAELW,Yes,Yes,No,Yes,One year,Yes,Yes
7641-TQFHN,No,No,Yes,Yes,Two year,Yes,No
1552-TKMXS,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
9206-GVPEQ,No,No,Yes,Yes,Month-to-month,Yes,Yes
8622-ZLFKO,Yes,No,No,Yes,Month-to-month,No,No
1596-BBVTG,No,No,No,No,Month-to-month,No,No
6188-UXBBR,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
2333-KWEWW,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
5702-SKUOB,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
1134-YWTYF,Yes,No,No,No,Month-to-month,Yes,No
6061-GWWAV,Yes,Yes,Yes,No,One year,No,Yes
0679-TDGAK,No,No,Yes,Yes,One year,Yes,Yes
6585-WCEWR,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9067-YGSCA,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
9067-SQTNS,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
8433-WXGNA,No,No,No,No,Month-to-month,No,Yes
1776-SPBWV,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
8735-SDUFN,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9668-PUGNU,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9405-GPBBG,Yes,Yes,Yes,Yes,Two year,Yes,No
1926-QUZNN,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
3707-GNWHM,No,No,No,No,Month-to-month,No,No
7016-NVRIC,No,Yes,No,Yes,One year,No,Yes
5829-NVSQN,No,Yes,No,Yes,One year,Yes,Yes
9565-AXSMR,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
8922-LIEGH,Yes,No,No,Yes,Month-to-month,No,No
8869-LIHMK,Yes,Yes,Yes,Yes,Two year,Yes,Yes
8245-UMPYT,No,No,Yes,Yes,Month-to-month,No,No
5186-SAMNZ,No,No,No,No,Month-to-month,No,No
0447-RXSGD,Yes,No,Yes,Yes,Month-to-month,No,No
4927-WWOOZ,No,Yes,Yes,No,Month-to-month,No,No
5788-YPOEG,Yes,Yes,Yes,Yes,Two year,Yes,Yes
5373-SFODM,No,No,No,Yes,Month-to-month,No,No
0661-KBKPA,No,Yes,Yes,Yes,One year,Yes,No
9081-WWXKP,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
0784-ZQJZX,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
3133-PZNSR,Yes,No,No,Yes,Two year,Yes,Yes
5766-ZJYBB,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
8931-GJJIQ,No,No,No,Yes,Month-to-month,No,No
4277-PVRAN,No,No,Yes,No,Month-to-month,No,No
0022-TCJCI,No,Yes,No,Yes,One year,No,Yes
0722-SVSFK,No,Yes,Yes,Yes,Month-to-month,Yes,No
3612-YVGSJ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9825-YCXWZ,No,Yes,Yes,Yes,One year,Yes,No
5397-NSKQG,No,No,Yes,Yes,Two year,No,Yes
8565-HBFNN,Yes,Yes,No,Yes,One year,Yes,Yes
2000-DHJUY,Yes,Yes,Yes,Yes,Two year,Yes,Yes
0203-HHYIJ,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
8670-ERCJH,Yes,Yes,Yes,Yes,Two year,Yes,Yes
7758-UJWYS,No,No,Yes,No,Two year,Yes,No
2050-ONYDQ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
7055-JCGNI,Yes,Yes,Yes,Yes,Two year,Yes,Yes
0739-UUAJR,No,Yes,Yes,Yes,Two year,No,Yes
4826-DXMUP,No,No,Yes,Yes,One year,Yes,No
0952-KMEEH,No,No,Yes,Yes,Month-to-month,No,Yes
7285-KLOTR,No,Yes,Yes,Yes,One year,No,Yes
0654-PQKDW,No,Yes,Yes,No,One year,Yes,Yes
7175-NTIXE,No,No,Yes,Yes,Month-to-month,Yes,Yes
7963-SHNDT,Yes,No,No,No,Two year,Yes,Yes
9796-BPKIW,No,No,No,No,Month-to-month,No,No
0188-GWFLE,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
8129-GMVGI,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
2882-DDZPG,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
3547-LQRIK,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
9137-NOQKA,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
5843-TTHGI,No,Yes,No,No,Month-to-month,No,No
1849-RJYIG,No,No,Yes,No,Month-to-month,No,Yes
8868-GAGIO,No,Yes,No,No,Month-to-month,No,Yes
4061-UKJWL,No,No,No,No,Month-to-month,No,No
5380-XPJNZ,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
8263-QMNTJ,Yes,Yes,Yes,Yes,Two year,Yes,Yes
8178-EYZUO,Yes,No,No,Yes,Month-to-month,No,Yes
3230-JCNZS,Yes,Yes,Yes,No,Two year,No,Yes
0277-ORXQS,No,No,Yes,Yes,Two year,Yes,No
5130-IEKQT,Yes,Yes,Yes,Yes,Month-to-month,No,No
3230-WYKIR,No,Yes,Yes,Yes,One year,Yes,No
7996-BPXHY,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
3227-WLKLI,Yes,Yes,Yes,Yes,Two year,Yes,Yes
0407-BDJKB,Yes,Yes,Yes,No,Month-to-month,No,No
2266-FUBDZ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
8237-ULIXL,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
9600-UDOPK,No,No,Yes,Yes,Month-to-month,No,No
8216-AZUUZ,No,Yes,Yes,Yes,Two year,Yes,No
9153-BTBVV,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
4074-SJFFA,No,No,No,Yes,Month-to-month,No,No
3269-ATYWD,No,No,Yes,Yes,Month-to-month,No,No
5186-PEIZU,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
1074-AMIOH,Yes,Yes,Yes,Yes,Month-to-month,Yes,No
4910-GMJOT,No,No,Yes,Yes,Month-to-month,No,No
0354-WYROK,No,Yes,Yes,Yes,Month-to-month,Yes,No
4361-FEBGN,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
7748-UMTRK,No,No,Yes,Yes,Month-to-month,Yes,No
0380-ZCSBI,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
7145-FEJWU,Yes,Yes,Yes,Yes,Month-to-month,No,No
6463-MVYRY,No,Yes,Yes,No,Two year,Yes,Yes
3969-JQABI,Yes,No,Yes,No,Month-to-month,No,Yes
9624-EGDEQ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
1051-EQPZR,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
5849-ASHZJ,No internet service,No internet service,No internet service,No internet service,One year,No internet service,No internet service
5780-INQIK,No,No,No,No,Month-to-month,Yes,No
7576-OYWBN,No,No,No,No,Month-to-month,No,No
4526-ZJJTM,Yes,Yes,No,Yes,Month-to-month,No,No
8384-FZBJK,Yes,No,Yes,Yes,Month-to-month,No,No
3750-RNQKR,No internet service,No internet service,No internet service,No internet service,Month-to-month,No internet service,No internet service
0962-CQPWQ,No internet service,No internet service,No internet service,No internet service,Two year,No internet service,No internet service
3096-YXENJ,Yes,Yes,Yes,Yes,Two year,Yes,No
1265-BCFEO,No,Yes,Yes,Yes,Two year,Yes,No
5837-LXSDN,Yes,No,Yes,No,One year,No,No
