customerPrdct_id,PhoneService,MultipleLines,InternetService
2450-ZKEED,Yes,No,DSL
3694-DELSO,No,No phone service,DSL
3893-JRNFS,No,No phone service,DSL
9603-OAIHC,Yes,No,Fiber optic
1133-KXCGE,Yes,No,No
5236-PERKL,Yes,Yes,Fiber optic
0142-GVYSN,Yes,No,No
1049-FYSYG,No,No phone service,DSL
7854-FOKSF,No,No phone service,DSL
2519-FAKOD,Yes,Yes,Fiber optic
8406-LNMHF,Yes,No,Fiber optic
1821-BUCWY,Yes,No,DSL
8263-JQAIK,No,No phone service,DSL
0023-UYUPN,Yes,Yes,No
8314-DPQHL,No,No phone service,DSL
1465-WCZVT,Yes,No,No
9481-SFCQY,Yes,No,DSL
6360-SVNWV,Yes,No,Fiber optic
0567-GGCAC,Yes,No,DSL
7089-IVVAZ,Yes,Yes,Fiber optic
8884-MRNSU,Yes,No,No
2171-UDMFD,Yes,No,No
9050-IKDZA,Yes,No,Fiber optic
2205-YMZZJ,Yes,Yes,Fiber optic
9802-CAQUT,Yes,Yes,Fiber optic
1254-IZEYF,Yes,Yes,Fiber optic
0187-WZNAB,Yes,No,Fiber optic
9492-TOKRI,Yes,Yes,Fiber optic
1475-VWVDO,Yes,No,Fiber optic
9221-OTIVJ,Yes,Yes,Fiber optic
1357-MVDOZ,Yes,No,DSL
7602-MVRMB,Yes,Yes,Fiber optic
3325-FUYCG,Yes,Yes,Fiber optic
5908-QMGOE,Yes,Yes,Fiber optic
1197-BVMVG,Yes,Yes,Fiber optic
5406-KGRMX,Yes,Yes,No
8481-YYXWG,Yes,No,Fiber optic
5968-HYJRZ,Yes,Yes,No
5198-EFNBM,Yes,No,Fiber optic
7516-GMHUV,Yes,Yes,Fiber optic
7140-ADSMJ,Yes,No,No
2230-XTUWL,Yes,No,No
7706-YLMQA,Yes,No,No
2585-KTFRE,Yes,No,DSL
7994-UYIVZ,Yes,Yes,Fiber optic
2609-IAICY,Yes,Yes,Fiber optic
1740-CSDJP,No,No phone service,DSL
7717-BICXI,Yes,No,No
6559-RAKOZ,Yes,Yes,Fiber optic
2636-OHFMN,No,No phone service,DSL
4716-MRVEN,Yes,No,No
2143-LJULT,Yes,Yes,No
1323-OOEPC,Yes,Yes,Fiber optic
3200-MNQTF,Yes,Yes,DSL
6164-HXUGH,Yes,No,No
5630-IXDXV,Yes,Yes,Fiber optic
0320-DWVTU,Yes,No,Fiber optic
9135-MGVPY,Yes,No,DSL
1212-GLHMD,Yes,No,Fiber optic
7878-JGDKK,Yes,No,DSL
1088-AUUZZ,Yes,Yes,DSL
0397-GZBBC,Yes,Yes,Fiber optic
6614-YWYSC,Yes,Yes,No
9588-OZDMQ,Yes,No,DSL
7641-EUYET,Yes,Yes,Fiber optic
6476-EPYZR,Yes,No,No
9921-ZVRHG,Yes,Yes,Fiber optic
1174-FGIFN,Yes,Yes,Fiber optic
6620-HVDUJ,Yes,No,DSL
4701-MLJPN,Yes,No,DSL
1032-MAELW,Yes,Yes,DSL
7641-TQFHN,Yes,Yes,Fiber optic
1552-TKMXS,Yes,No,No
9206-GVPEQ,No,No phone service,DSL
8622-ZLFKO,Yes,Yes,Fiber optic
1596-BBVTG,Yes,Yes,Fiber optic
6188-UXBBR,Yes,No,No
2333-KWEWW,Yes,No,No
5702-SKUOB,Yes,No,No
1134-YWTYF,Yes,No,DSL
6061-GWWAV,Yes,No,DSL
0679-TDGAK,Yes,No,DSL
6585-WCEWR,Yes,No,No
9067-YGSCA,Yes,Yes,No
9067-SQTNS,Yes,No,No
8433-WXGNA,Yes,No,Fiber optic
1776-SPBWV,Yes,No,No
8735-SDUFN,Yes,Yes,No
9668-PUGNU,Yes,Yes,No
9405-GPBBG,Yes,Yes,Fiber optic
1926-QUZNN,Yes,Yes,No
3707-GNWHM,Yes,Yes,Fiber optic
7016-NVRIC,Yes,No,Fiber optic
5829-NVSQN,Yes,No,DSL
9565-AXSMR,Yes,No,No
8922-LIEGH,Yes,Yes,Fiber optic
8869-LIHMK,Yes,Yes,Fiber optic
8245-UMPYT,Yes,Yes,Fiber optic
5186-SAMNZ,Yes,No,Fiber optic
0447-RXSGD,Yes,Yes,Fiber optic
4927-WWOOZ,Yes,Yes,Fiber optic
5788-YPOEG,Yes,No,DSL
5373-SFODM,Yes,Yes,Fiber optic
0661-KBKPA,Yes,Yes,DSL
9081-WWXKP,Yes,No,No
0784-ZQJZX,Yes,No,No
3133-PZNSR,Yes,Yes,Fiber optic
5766-ZJYBB,Yes,No,No
8931-GJJIQ,Yes,Yes,Fiber optic
4277-PVRAN,Yes,No,Fiber optic
0022-TCJCI,Yes,No,DSL
0722-SVSFK,Yes,No,Fiber optic
3612-YVGSJ,Yes,Yes,No
9825-YCXWZ,Yes,No,Fiber optic
5397-NSKQG,No,No phone service,DSL
8565-HBFNN,Yes,Yes,Fiber optic
2000-DHJUY,Yes,Yes,DSL
0203-HHYIJ,Yes,Yes,No
8670-ERCJH,Yes,Yes,Fiber optic
7758-UJWYS,No,No phone service,DSL
2050-ONYDQ,Yes,Yes,No
7055-JCGNI,Yes,Yes,Fiber optic
0739-UUAJR,No,No phone service,DSL
4826-DXMUP,Yes,No,DSL
0952-KMEEH,Yes,Yes,Fiber optic
7285-KLOTR,Yes,Yes,DSL
0654-PQKDW,Yes,No,DSL
7175-NTIXE,Yes,No,DSL
7963-SHNDT,No,No phone service,DSL
9796-BPKIW,Yes,No,Fiber optic
0188-GWFLE,Yes,No,No
8129-GMVGI,Yes,No,No
2882-DDZPG,Yes,No,No
3547-LQRIK,Yes,Yes,No
9137-NOQKA,Yes,No,No
5843-TTHGI,Yes,No,DSL
1849-RJYIG,Yes,No,DSL
8868-GAGIO,Yes,Yes,Fiber optic
4061-UKJWL,Yes,No,DSL
5380-XPJNZ,Yes,No,No
8263-QMNTJ,Yes,Yes,Fiber optic
8178-EYZUO,Yes,Yes,Fiber optic
3230-JCNZS,Yes,Yes,Fiber optic
0277-ORXQS,No,No phone service,DSL
5130-IEKQT,Yes,Yes,Fiber optic
3230-WYKIR,Yes,Yes,DSL
7996-BPXHY,Yes,Yes,No
3227-WLKLI,Yes,Yes,DSL
0407-BDJKB,Yes,Yes,Fiber optic
2266-FUBDZ,Yes,No,No
8237-ULIXL,Yes,Yes,No
9600-UDOPK,Yes,Yes,Fiber optic
8216-AZUUZ,Yes,No,Fiber optic
9153-BTBVV,Yes,Yes,No
4074-SJFFA,Yes,No,DSL
3269-ATYWD,Yes,Yes,Fiber optic
5186-PEIZU,Yes,No,No
1074-AMIOH,Yes,No,Fiber optic
4910-GMJOT,Yes,Yes,Fiber optic
0354-WYROK,Yes,No,Fiber optic
4361-FEBGN,Yes,No,No
7748-UMTRK,Yes,Yes,Fiber optic
0380-ZCSBI,Yes,No,No
7145-FEJWU,Yes,Yes,Fiber optic
6463-MVYRY,Yes,No,DSL
3969-JQABI,Yes,No,DSL
9624-EGDEQ,Yes,No,No
1051-EQPZR,Yes,No,No
5849-ASHZJ,Yes,No,No
5780-INQIK,Yes,No,DSL
7576-OYWBN,Yes,Yes,Fiber optic
4526-ZJJTM,Yes,No,Fiber optic
8384-FZBJK,Yes,Yes,Fiber optic
3750-RNQKR,Yes,No,No
0962-CQPWQ,Yes,No,No
3096-YXENJ,Yes,Yes,Fiber optic
1265-BCFEO,Yes,Yes,DSL
5837-LXSDN,Yes,No,DSL
5945-AZYHT,Yes,Yes,Fiber optic
8325-QRPZR,Yes,No,Fiber optic
6384-VMJHP,Yes,No,DSL
2262-SLNVK,Yes,No,Fiber optic
7730-CLDSV,Yes,Yes,Fiber optic
1135-HIORI,Yes,Yes,Fiber optic
0164-APGRB,Yes,Yes,Fiber optic
6481-ESCNL,Yes,Yes,Fiber optic
1790-NESIO,Yes,No,No
1550-EENBN,Yes,Yes,Fiber optic
5539-TMZLF,Yes,No,Fiber optic
4323-SADQS,No,No phone service,DSL
4446-BZKHU,Yes,Yes,Fiber optic
5202-IVJNU,No,No phone service,DSL
5976-JCJRH,Yes,No,Fiber optic
8198-RKSZG,Yes,Yes,DSL
0137-OCGAB,Yes,Yes,Fiber optic
3351-NQLDI,Yes,Yes,Fiber optic
9297-EONCV,Yes,Yes,DSL
7593-JNWRU,Yes,No,DSL
4588-YBNIB,Yes,No,No
1069-QJOEE,Yes,No,No
3336-JORSO,Yes,Yes,Fiber optic
7799-DSEWS,Yes,No,DSL
8766-PAFNE,Yes,No,DSL
5315-CKEQK,Yes,Yes,DSL
3130-ICDUP,Yes,Yes,Fiber optic
0820-FNRNX,Yes,Yes,DSL
0880-FVFWF,Yes,Yes,Fiber optic
4611-ANLQC,No,No phone service,DSL
4213-HKBJO,Yes,Yes,No
2792-LSHWX,Yes,No,Fiber optic
5028-GZLDO,Yes,No,Fiber optic
0014-BMAQU,Yes,Yes,Fiber optic
6861-XWTWQ,Yes,Yes,Fiber optic
9018-PCIOK,Yes,No,DSL
4837-QUSFT,Yes,Yes,Fiber optic
6877-TJMBR,Yes,No,Fiber optic
9953-ZMKSM,Yes,Yes,No
0907-HQNTS,Yes,Yes,Fiber optic
7665-NKLAV,No,No phone service,DSL
6769-DCQLI,Yes,No,Fiber optic
2433-KMEAS,Yes,Yes,DSL
4391-LNRXK,Yes,No,Fiber optic
8250-ZNGGW,Yes,No,DSL
2195-ZRVAX,Yes,No,Fiber optic
3550-SAHFP,Yes,Yes,Fiber optic
2011-TRQYE,No,No phone service,DSL
8562-GHPPI,Yes,No,No
5893-PYOLZ,Yes,No,DSL
4986-MXSFP,Yes,No,No
6131-FOYAS,Yes,Yes,DSL
3027-YNWZU,Yes,Yes,No
5609-IMCGG,Yes,Yes,Fiber optic
4873-ILOLJ,Yes,No,Fiber optic
4727-MCYZG,Yes,No,DSL
9481-WHGWY,Yes,No,DSL
2725-KXXWT,Yes,No,Fiber optic
9565-DJPIB,Yes,Yes,Fiber optic
4328-VUFWD,Yes,No,DSL
3301-LSLWQ,Yes,Yes,DSL
7473-ZBDSN,Yes,No,No
3166-PNEOF,Yes,Yes,DSL
5639-NTUPK,Yes,No,DSL
8780-YRMTT,No,No phone service,DSL
8348-HFYIV,No,No phone service,DSL
5140-FOMCQ,Yes,Yes,Fiber optic
6242-SGYTS,Yes,Yes,Fiber optic
8166-ORCHU,Yes,No,Fiber optic
8414-OOEEL,Yes,No,DSL
8454-AATJP,Yes,Yes,Fiber optic
6849-WLEYG,Yes,No,No
4659-NZRUF,Yes,Yes,Fiber optic
4531-AUZNK,Yes,Yes,Fiber optic
4191-XOVOM,Yes,Yes,Fiber optic
2150-OEGBV,Yes,No,No
8429-XIBUM,Yes,Yes,Fiber optic
1855-CFULU,Yes,No,No
4878-BUNFV,Yes,No,No
1872-EBWSC,Yes,No,No
2608-BHKFN,Yes,No,Fiber optic
7026-YMSBE,Yes,No,No
7341-LXCAF,Yes,Yes,Fiber optic
6997-UVGOX,Yes,No,DSL
9674-EHPPG,No,No phone service,DSL
9462-MJUAW,Yes,Yes,DSL
8128-YVJRG,Yes,Yes,Fiber optic
5440-VHLUL,Yes,Yes,Fiber optic
5781-BKHOP,Yes,Yes,Fiber optic
4283-FUTGF,Yes,Yes,Fiber optic
5213-TWWJU,Yes,No,Fiber optic
1569-TTNYJ,Yes,Yes,Fiber optic
8628-MFKAX,Yes,Yes,Fiber optic
2397-BRLOM,Yes,No,Fiber optic
7629-WIXZF,Yes,No,DSL
5445-GLVOT,Yes,No,DSL
3976-HXHCE,Yes,No,No
2466-NEJOJ,Yes,No,No
0254-KCJGT,Yes,Yes,DSL
5472-CVMDX,No,No phone service,DSL
6461-SZMCV,Yes,Yes,DSL
8150-QUDFX,Yes,No,No
9508-ILZDG,Yes,Yes,Fiber optic
2346-DJQTB,No,No phone service,DSL
1697-LYYYX,Yes,No,No
1942-OQFRW,Yes,No,DSL
4749-VFKVB,Yes,Yes,DSL
9640-ZSLDC,Yes,No,DSL
4231-LZUYM,Yes,Yes,No
7598-UAASY,Yes,No,Fiber optic
7938-OUHIO,Yes,No,Fiber optic
8510-AWCXC,Yes,Yes,Fiber optic
6128-AQBMT,No,No phone service,DSL
3594-BDSOA,Yes,No,No
0431-APWVY,Yes,No,Fiber optic
5133-VRSAB,No,No phone service,DSL
5996-DAOQL,Yes,No,No
6838-YAUVY,Yes,Yes,Fiber optic
0484-JPBRU,Yes,Yes,No
7883-ROJOC,Yes,No,DSL
0244-LGNFY,Yes,Yes,DSL
7274-CGTOD,No,No phone service,DSL
4295-YURET,Yes,No,DSL
3426-NIYYL,Yes,Yes,DSL
8225-BTJAU,Yes,No,Fiber optic
4635-EJYPD,Yes,No,No
1866-ZSLJM,Yes,No,No
4636-TVXVG,Yes,No,No
4236-UJPWO,No,No phone service,DSL
9392-XBGTD,Yes,No,No
3387-VATUS,Yes,Yes,Fiber optic
6402-SSEJG,No,No phone service,DSL
1143-NMNQJ,Yes,Yes,Fiber optic
1169-SAOCL,Yes,Yes,Fiber optic
1110-KYLGQ,Yes,Yes,Fiber optic
9929-PLVPA,Yes,No,No
3518-PZXZQ,Yes,No,DSL
2371-JUNGC,Yes,No,No
7693-QPEFS,Yes,Yes,Fiber optic
0924-BJCRC,Yes,Yes,Fiber optic
5074-FBGHB,Yes,Yes,Fiber optic
2351-BKRZW,Yes,No,DSL
4455-BFSPD,Yes,Yes,Fiber optic
0415-MOSGF,Yes,No,DSL
1724-BQUHA,Yes,No,Fiber optic
3948-KXDUF,Yes,Yes,DSL
2323-ARSVR,Yes,No,Fiber optic
0815-MFZGM,Yes,No,Fiber optic
4826-XTSOH,Yes,Yes,Fiber optic
5480-XTFFL,Yes,No,No
8295-FHIVV,Yes,No,No
2495-INZWQ,No,No phone service,DSL
9086-YJYXS,Yes,Yes,DSL
1179-INLAT,Yes,No,No
7909-FIOIY,No,No phone service,DSL
4139-SUGLD,No,No phone service,DSL
6857-VWJDT,Yes,Yes,Fiber optic
6351-SCJKT,No,No phone service,DSL
5468-BPMMO,Yes,No,No
5624-BQSSA,Yes,No,No
0197-PNKNK,Yes,Yes,Fiber optic
2439-QKJUL,Yes,No,No
1194-SPVSP,Yes,No,No
9534-NSXEM,Yes,No,No
2408-WITXK,No,No phone service,DSL
8929-KSWIH,Yes,No,Fiber optic
2250-IVBWA,Yes,No,Fiber optic
1810-MVMAI,Yes,Yes,DSL
9506-UXUSK,Yes,No,Fiber optic
1229-RCALF,Yes,Yes,Fiber optic
3572-UOLYZ,Yes,Yes,Fiber optic
1429-UYJSV,Yes,No,No
5577-OTWWW,Yes,No,No
6100-QQHEB,Yes,Yes,Fiber optic
6366-XIVKZ,Yes,No,DSL
3470-OBUET,Yes,Yes,DSL
2770-NSVDG,No,No phone service,DSL
9375-MHRRS,Yes,No,DSL
2634-HCZGT,Yes,Yes,DSL
7503-QQRVF,Yes,No,Fiber optic
4860-YZGZM,Yes,No,No
6599-GZWCM,Yes,No,Fiber optic
2691-NZETQ,Yes,Yes,Fiber optic
4404-HIBDJ,Yes,No,DSL
5533-NHFRF,No,No phone service,DSL
7037-MTYVW,Yes,Yes,DSL
4760-THGOT,Yes,Yes,Fiber optic
7295-JOMMD,Yes,No,Fiber optic
4016-BJKTZ,Yes,Yes,Fiber optic
6584-VQMYT,Yes,No,DSL
9838-BFCQT,Yes,Yes,No
2790-XUYMV,Yes,Yes,Fiber optic
0581-MDMPW,Yes,Yes,Fiber optic
5013-SBUIH,Yes,Yes,Fiber optic
1023-BQXZE,Yes,No,DSL
9163-GHAYE,Yes,No,DSL
3904-UKFRE,Yes,Yes,Fiber optic
5353-WILCI,Yes,No,DSL
0709-TVGUR,Yes,Yes,Fiber optic
0058-EVZWM,Yes,Yes,Fiber optic
6023-YEBUP,Yes,Yes,Fiber optic
7209-JCUDS,Yes,No,Fiber optic
7009-PCARS,Yes,No,No
0519-DRGTI,Yes,No,No
1017-FBQMM,Yes,Yes,Fiber optic
3001-CBHLQ,Yes,Yes,Fiber optic
1985-MBRYP,Yes,No,No
6158-DWPZT,No,No phone service,DSL
9372-TXXPS,Yes,No,DSL
3259-QMXUN,Yes,Yes,DSL
1015-JPFYW,Yes,No,No
6645-MXQJT,Yes,No,Fiber optic
4360-QRAVE,No,No phone service,DSL
8433-WPJTV,Yes,Yes,Fiber optic
5804-JMYIO,Yes,No,No
3763-GCZHZ,Yes,Yes,Fiber optic
6484-LATFU,Yes,Yes,No
7599-NTMDP,No,No phone service,DSL
0772-GYEQQ,Yes,No,Fiber optic
0536-ACXIP,Yes,Yes,Fiber optic
0936-NQLJU,Yes,No,No
4831-EOBFE,Yes,No,Fiber optic
1575-KRZZE,Yes,No,DSL
3251-YMVWZ,Yes,Yes,No
4102-OQUPX,Yes,Yes,Fiber optic
9170-GYZJC,Yes,Yes,DSL
4884-LEVMQ,Yes,No,No
8857-CUPFQ,Yes,No,No
7610-TVOPG,Yes,Yes,No
3638-DIMPH,Yes,No,DSL
1845-ZLLIG,Yes,No,DSL
8559-WNQZS,Yes,No,No
3999-QGRJH,Yes,No,Fiber optic
1699-UOTXU,Yes,No,DSL
2454-RPBRZ,Yes,Yes,Fiber optic
0635-WKOLD,Yes,Yes,DSL
5993-JSUWV,Yes,No,DSL
4518-FZBSX,Yes,No,No
5387-ASZNZ,Yes,Yes,DSL
6988-CJEYV,Yes,Yes,Fiber optic
2002-MZHWP,Yes,No,No
3097-FQTVJ,Yes,No,No
5465-BUBFA,Yes,No,No
7299-GNVPL,Yes,No,Fiber optic
9743-DQKQW,No,No phone service,DSL
1215-VFYVK,No,No phone service,DSL
9371-BITHB,Yes,No,No
2265-CYWIV,Yes,Yes,Fiber optic
9093-FPDLG,Yes,No,Fiber optic
0541-FITGH,Yes,No,DSL
6985-HAYWX,Yes,Yes,Fiber optic
7508-KBIMB,Yes,No,DSL
6838-HVLXG,Yes,No,No
2277-DJJDL,Yes,Yes,Fiber optic
1897-OKVMW,Yes,Yes,DSL
5485-ITNPC,Yes,No,DSL
0233-FTHAV,Yes,Yes,Fiber optic
4644-PIZRT,Yes,Yes,DSL
8922-NPKBJ,Yes,No,No
2740-TVLFN,Yes,Yes,DSL
7771-CFQRQ,Yes,No,DSL
9512-PHSMG,Yes,No,No
6963-EZQEE,Yes,Yes,DSL
2452-KDRRH,Yes,Yes,Fiber optic
2004-OCQXK,Yes,No,Fiber optic
5027-QPKTE,Yes,No,Fiber optic
4146-SVFUD,Yes,No,DSL
1564-HJUVY,Yes,No,DSL
3617-XLSGQ,Yes,Yes,Fiber optic
7517-LDMPS,Yes,No,Fiber optic
7244-KXYZN,Yes,No,No
5226-NOZFC,Yes,No,Fiber optic
2672-HUYVI,Yes,No,Fiber optic
1400-WIVLL,Yes,Yes,Fiber optic
7508-MYBOG,Yes,Yes,Fiber optic
8148-NLEGT,Yes,Yes,No
0148-DCDOS,Yes,Yes,Fiber optic
8347-GDTMP,Yes,No,No
9992-RRAMN,Yes,Yes,Fiber optic
6746-WAUWT,Yes,No,No
0310-MVLET,Yes,Yes,Fiber optic
0428-IKYCP,Yes,No,Fiber optic
4550-VBOFE,Yes,Yes,Fiber optic
2187-PKZAY,Yes,No,Fiber optic
4003-OCTMP,Yes,No,DSL
6652-YFFJO,Yes,No,DSL
7225-IILWY,Yes,Yes,No
5248-RPYWW,Yes,Yes,DSL
7923-IYJWY,Yes,Yes,Fiber optic
3170-GWYKC,Yes,No,Fiber optic
5696-QURRL,Yes,No,DSL
7409-KIUTL,Yes,No,Fiber optic
9830-ECLEN,No,No phone service,DSL
1732-VHUBQ,Yes,No,Fiber optic
0495-RVCBF,Yes,No,Fiber optic
2668-TZSPS,Yes,No,No
7854-EDSSA,Yes,Yes,DSL
8869-TORSS,Yes,No,DSL
7446-SFAOA,Yes,No,No
9522-ZSINC,Yes,No,No
8234-GSZYK,Yes,Yes,No
6505-OZNPG,No,No phone service,DSL
6164-HAQTX,No,No phone service,DSL
0679-IDSTG,Yes,No,Fiber optic
7765-LWVVH,Yes,Yes,Fiber optic
1658-TJVOA,Yes,No,Fiber optic
0953-LGOVU,No,No phone service,DSL
2115-BFTIW,Yes,No,Fiber optic
4692-NNQRU,Yes,No,Fiber optic
7742-MYPGI,Yes,No,DSL
0611-DFXKO,Yes,No,Fiber optic
7780-OTDSO,Yes,Yes,Fiber optic
9619-GSATL,Yes,No,DSL
5622-UEJFI,Yes,Yes,No
9747-DDZOS,Yes,No,Fiber optic
0674-DGMAQ,Yes,Yes,Fiber optic
6203-HBZPA,No,No phone service,DSL
0484-FFVBJ,Yes,No,DSL
0301-FIDRB,No,No phone service,DSL
4139-JPIAM,No,No phone service,DSL
2181-TIDSV,Yes,No,No
2761-XECQW,No,No phone service,DSL
1936-CZAKF,No,No phone service,DSL
9453-PATOS,Yes,No,DSL
0564-JJHGS,Yes,Yes,Fiber optic
3348-CFRNX,Yes,No,Fiber optic
4402-FTBXC,Yes,No,Fiber optic
1428-GTBJJ,Yes,No,Fiber optic
2931-XIQBR,Yes,No,Fiber optic
0106-UGRDO,Yes,Yes,Fiber optic
5542-TBBWB,Yes,No,Fiber optic
1930-QPBVZ,Yes,No,Fiber optic
2606-PKWJB,No,No phone service,DSL
5322-ZSMZY,Yes,Yes,No
8059-UDZFY,Yes,Yes,Fiber optic
7740-BTPUX,Yes,Yes,Fiber optic
5220-AGAAX,Yes,Yes,No
0208-BPQEJ,Yes,No,No
9435-JMLSX,Yes,No,DSL
3352-ALMCK,Yes,Yes,Fiber optic
5312-IRCFR,Yes,Yes,Fiber optic
5294-IMHHT,Yes,Yes,Fiber optic
8802-UNOJF,Yes,No,Fiber optic
6313-GIDIT,No,No phone service,DSL
6176-YJWAS,Yes,Yes,Fiber optic
5310-NOOVA,Yes,No,No
4526-EXKKN,Yes,Yes,No
5311-IHLEI,No,No phone service,DSL
3987-KQDDU,Yes,No,Fiber optic
3404-JNXAX,Yes,Yes,Fiber optic
5131-PONJI,Yes,No,Fiber optic
2845-AFFTX,Yes,Yes,Fiber optic
3489-VSFRD,Yes,No,DSL
3345-JHUEO,Yes,No,No
5815-HGGHV,Yes,No,DSL
5260-UMPWX,Yes,No,No
2249-YPRNG,Yes,Yes,Fiber optic
7410-YTJIK,Yes,Yes,Fiber optic
4626-GYCZP,Yes,Yes,Fiber optic
5649-RXQTV,Yes,No,Fiber optic
2674-MIAHT,Yes,Yes,Fiber optic
2576-HXMPA,Yes,No,No
7587-AOVVU,Yes,Yes,Fiber optic
5590-BYNII,Yes,Yes,Fiber optic
6898-MDLZW,Yes,No,DSL
3237-AJGEH,No,No phone service,DSL
4707-YNOQA,Yes,Yes,No
9357-UJRUN,Yes,Yes,DSL
1591-NFNLQ,Yes,Yes,Fiber optic
8648-PFRMP,No,No phone service,DSL
7663-CUXZB,Yes,Yes,Fiber optic
0258-NOKBL,Yes,No,Fiber optic
1163-VIPRI,Yes,Yes,Fiber optic
2815-CPTUL,Yes,No,Fiber optic
9348-ROUAI,Yes,Yes,DSL
9443-JUBUO,No,No phone service,DSL
0596-BQCEQ,Yes,No,Fiber optic
1481-ZUWZA,Yes,Yes,Fiber optic
3043-TYBNO,Yes,No,DSL
4830-FAXFM,Yes,Yes,No
5906-BFOZT,Yes,No,No
2960-NKRSO,Yes,No,Fiber optic
8996-ZROXE,Yes,No,DSL
5598-IKHQQ,Yes,Yes,No
0397-ZXWQF,Yes,No,No
5266-PFRQK,Yes,No,No
4674-HGNUA,Yes,Yes,DSL
6765-MBQNU,Yes,Yes,No
9786-IJYDL,Yes,Yes,Fiber optic
1303-SRDOK,Yes,No,Fiber optic
3769-MHZNV,Yes,No,No
6295-OSINB,Yes,Yes,Fiber optic
3308-MHOOC,Yes,No,No
2309-OSFEU,No,No phone service,DSL
2207-QPJED,Yes,No,Fiber optic
4177-JPDFU,No,No phone service,DSL
2239-CFOUJ,Yes,No,No
8046-DNVTL,No,No phone service,DSL
2209-XADXF,No,No phone service,DSL
6620-JDYNW,Yes,Yes,DSL
1891-FZYSA,Yes,Yes,Fiber optic
4770-UEZOX,Yes,No,Fiber optic
1038-RQOST,Yes,No,No
7613-LLQFO,Yes,Yes,Fiber optic
4568-TTZRT,Yes,No,No
9513-DXHDA,Yes,No,DSL
2640-PMGFL,Yes,Yes,Fiber optic
3801-HMYNL,Yes,No,Fiber optic
0516-QREYC,Yes,No,No
9685-WKZGT,Yes,Yes,Fiber optic
6022-UGGSO,Yes,No,Fiber optic
8084-OIVBS,Yes,No,No
8896-BQTTI,Yes,Yes,No
3865-QBWSJ,Yes,Yes,Fiber optic
3352-RICWQ,Yes,No,No
2160-GPFXD,Yes,Yes,DSL
2065-MMKGR,Yes,Yes,DSL
5857-TYBCJ,Yes,Yes,Fiber optic
1498-NHTLT,Yes,No,DSL
4484-CGXFK,Yes,No,DSL
1402-PTHGN,Yes,No,DSL
4176-RELJR,Yes,Yes,No
6214-EDAKZ,Yes,No,DSL
5199-FPUSP,No,No phone service,DSL
6377-KSLXC,Yes,No,No
1796-JANOW,Yes,No,No
0238-WHBIQ,Yes,Yes,DSL
8735-NBLWT,Yes,No,No
6651-RLGGM,Yes,Yes,No
6127-ISGTU,Yes,Yes,Fiber optic
1614-JBEBI,Yes,No,No
8740-XLHDR,No,No phone service,DSL
1208-DNHLN,Yes,Yes,DSL
1761-AEZZR,Yes,No,Fiber optic
3923-CSIHK,Yes,No,Fiber optic
5696-EXCYS,Yes,No,No
5795-KTGUD,Yes,Yes,Fiber optic
7120-RFMVS,Yes,Yes,Fiber optic
7924-GJZFI,Yes,No,Fiber optic
4702-HDRKD,No,No phone service,DSL
8512-WIWYV,Yes,No,No
5897-ZYEKH,Yes,Yes,Fiber optic
5456-ITGIC,No,No phone service,DSL
7317-GGVPB,Yes,Yes,Fiber optic
1406-PUQVY,Yes,No,DSL
1322-AGOQM,No,No phone service,DSL
3677-IYRBF,No,No phone service,DSL
5692-FPTAH,Yes,No,DSL
9114-AAFQH,Yes,No,DSL
8715-KKTFG,Yes,Yes,Fiber optic
1550-LOAHA,Yes,No,Fiber optic
1728-BQDMA,Yes,No,DSL
0268-QKIWO,Yes,No,No
0876-WDUUZ,Yes,No,Fiber optic
5117-ZSMHQ,Yes,Yes,DSL
5151-HQRDG,Yes,Yes,DSL
0960-HUWBM,Yes,Yes,Fiber optic
6465-GSRCL,Yes,Yes,Fiber optic
0617-FHSGK,Yes,Yes,Fiber optic
0263-FJTQO,Yes,Yes,DSL
7319-ZNRTR,Yes,No,No
2858-MOFSQ,Yes,Yes,DSL
7503-EPSZW,Yes,Yes,No
7089-XXAYG,No,No phone service,DSL
8118-LSUEL,Yes,Yes,Fiber optic
8070-AAWZP,No,No phone service,DSL
1666-JXLKU,Yes,Yes,Fiber optic
7855-DIWPO,Yes,No,Fiber optic
5133-POWUA,Yes,No,DSL
5652-MSDEY,Yes,Yes,Fiber optic
7005-CCBKV,Yes,No,Fiber optic
1810-BOHSY,Yes,Yes,Fiber optic
1784-BXEFA,Yes,No,No
7351-MHQVU,No,No phone service,DSL
9224-VTYID,Yes,Yes,DSL
9500-IWPXQ,Yes,Yes,DSL
5762-TJXGK,No,No phone service,DSL
4504-YOULA,Yes,Yes,DSL
5569-IDSEY,Yes,Yes,Fiber optic
4250-FDVOU,Yes,No,DSL
7284-ZZLOH,Yes,No,DSL
5277-ZLOOR,Yes,Yes,Fiber optic
2141-RRYGO,Yes,No,DSL
1777-JYQPJ,No,No phone service,DSL
6376-GAHQE,Yes,No,Fiber optic
3401-URHDA,Yes,Yes,DSL
1599-EAHXY,Yes,Yes,No
8631-XVRZL,Yes,No,No
5052-PNLOS,Yes,Yes,Fiber optic
3853-LYGAM,Yes,Yes,Fiber optic
6979-ZNSFF,Yes,Yes,Fiber optic
5751-USDBL,Yes,No,DSL
5680-LQOGP,Yes,No,DSL
2386-LAHRK,Yes,No,DSL
